episode,game,exploration,explored,safe,MA_explored,MA_safe
325,['100+49sin((2pi/28)t)+0e'],3.8,94.0,95.4,86.9,95.8
326,['100+49sin((2pi/16)t)+0e'],3.7,92.9,93.2,86.9,95.8
327,['100+49sin((2pi/35)t)+0e'],3.7,92.2,94.6,86.9,95.8
328,['100+49sin((2pi/27)t)+0e'],3.7,84.5,96.6,86.9,95.8
329,['100+49sin((2pi/37)t)+0e'],3.6,92.5,92.5,87.0,95.8
330,['100+49sin((2pi/38)t)+0e'],3.6,92.9,89.1,87.0,95.8
331,['100+49sin((2pi/37)t)+0e'],3.6,90.9,93.8,87.0,95.8
332,['100+49sin((2pi/21)t)+0e'],3.5,91.8,96.6,87.0,95.8
333,['100+49sin((2pi/6)t)+0e'],3.5,93.5,95.9,87.2,95.8
334,['100+49sin((2pi/13)t)+0e'],3.4,95.0,96.4,87.5,95.8
335,['100+49sin((2pi/18)t)+0e'],3.4,91.8,95.8,87.8,95.8
336,['100+49sin((2pi/2)t)+0e'],3.4,95.8,0.0,87.9,95.8
337,['100+49sin((2pi/5)t)+0e'],3.3,89.8,96.5,88.1,95.8
338,['100+49sin((2pi/25)t)+0e'],3.3,93.1,94.2,88.2,95.8
339,['100+49sin((2pi/2)t)+0e'],3.3,91.4,0.0,88.3,95.8
340,['100+49sin((2pi/38)t)+0e'],3.2,90.3,96.0,88.5,95.8
341,['100+49sin((2pi/17)t)+0e'],3.2,87.2,96.6,88.5,95.8
342,['100+49sin((2pi/17)t)+0e'],3.2,95.0,96.6,88.6,95.8
343,['100+49sin((2pi/12)t)+0e'],3.2,-1.8,96.4,88.6,95.8
344,['100+49sin((2pi/4)t)+0e'],3.1,2.5,-0.1,88.6,95.8
345,['100+49sin((2pi/34)t)+0e'],3.1,83.0,94.2,88.6,95.8
346,['100+49sin((2pi/3)t)+0e'],3.1,92.3,96.1,88.7,95.8
347,['100+49sin((2pi/14)t)+0e'],3.0,91.4,96.5,88.7,95.8
348,['100+49sin((2pi/14)t)+0e'],3.0,91.4,96.2,88.7,95.8
349,['100+49sin((2pi/7)t)+0e'],3.0,91.0,96.5,88.8,95.8
350,['100+49sin((2pi/13)t)+0e'],2.9,94.9,96.4,88.8,95.8
351,['100+49sin((2pi/26)t)+0e'],2.9,-3261.9,96.1,88.8,95.8
352,['100+49sin((2pi/37)t)+0e'],2.9,84.3,91.3,88.8,95.8
353,['100+49sin((2pi/17)t)+0e'],2.9,93.4,96.6,89.0,95.8
354,['100+49sin((2pi/6)t)+0e'],2.8,-4.3,95.9,89.0,95.8
355,['100+49sin((2pi/31)t)+0e'],2.8,93.0,93.5,89.3,95.8
356,['100+49sin((2pi/6)t)+0e'],2.8,96.1,96.1,89.6,95.8
357,['100+49sin((2pi/1)t)+0e'],2.7,90.0,0.0,89.7,95.8
358,['100+49sin((2pi/1)t)+0e'],2.7,88.8,0.0,89.7,95.8
359,['100+49sin((2pi/18)t)+0e'],2.7,91.9,95.8,89.9,95.8
360,['100+49sin((2pi/13)t)+0e'],2.7,95.6,96.4,90.1,95.8
361,['100+49sin((2pi/16)t)+0e'],2.6,90.5,96.6,90.3,95.8
362,['100+49sin((2pi/3)t)+0e'],2.6,95.4,96.1,90.3,95.8
363,['100+49sin((2pi/28)t)+0e'],2.6,86.9,96.6,90.3,95.8
364,['100+49sin((2pi/11)t)+0e'],2.6,92.1,96.6,90.4,95.8
365,['100+49sin((2pi/16)t)+0e'],2.5,91.3,96.6,90.5,95.8
366,['100+49sin((2pi/18)t)+0e'],2.5,91.0,95.8,90.6,95.8
367,['100+49sin((2pi/35)t)+0e'],2.5,96.6,95.0,90.8,95.8
368,['100+49sin((2pi/14)t)+0e'],2.5,85.3,96.2,90.8,95.9
369,['100+49sin((2pi/33)t)+0e'],2.4,93.3,95.8,90.8,95.9
370,['100+49sin((2pi/31)t)+0e'],2.4,90.3,93.5,90.6,95.9
371,['100+49sin((2pi/34)t)+0e'],2.4,91.3,94.2,90.8,95.9
372,['100+49sin((2pi/17)t)+0e'],2.4,91.8,96.6,90.9,95.9
373,['100+49sin((2pi/31)t)+0e'],2.3,90.0,91.9,90.9,95.9
374,['100+49sin((2pi/15)t)+0e'],2.3,87.0,96.4,90.9,95.9
375,['100+49sin((2pi/23)t)+0e'],2.3,93.2,96.1,91.0,96.0
376,['100+49sin((2pi/39)t)+0e'],2.3,96.6,95.8,91.0,96.0
377,['100+49sin((2pi/37)t)+0e'],2.2,94.2,91.3,91.0,95.9
378,['100+49sin((2pi/22)t)+0e'],2.2,95.0,96.5,91.0,96.0
379,['100+49sin((2pi/22)t)+0e'],2.2,91.9,96.5,91.0,96.0
380,['100+49sin((2pi/11)t)+0e'],2.2,88.7,96.6,91.0,96.1
381,['100+49sin((2pi/36)t)+0e'],2.2,93.1,93.7,91.1,96.1
382,['100+49sin((2pi/14)t)+0e'],2.1,96.1,96.5,91.1,96.1
383,['100+49sin((2pi/16)t)+0e'],2.1,89.2,96.6,91.1,96.1
384,['100+49sin((2pi/25)t)+0e'],2.1,88.6,95.8,91.1,96.1
385,['100+49sin((2pi/13)t)+0e'],2.1,93.7,96.4,91.1,96.1
386,['100+49sin((2pi/2)t)+0e'],2.0,84.9,0.0,91.1,96.1
387,['100+49sin((2pi/18)t)+0e'],2.0,88.9,95.8,91.1,96.1
388,['100+49sin((2pi/30)t)+0e'],2.0,96.6,96.1,91.1,96.1
389,['100+49sin((2pi/16)t)+0e'],2.0,92.7,96.6,91.2,96.1
390,['100+49sin((2pi/35)t)+0e'],2.0,93.6,95.0,91.3,96.0
391,['100+49sin((2pi/34)t)+0e'],1.9,88.8,94.2,91.3,96.0
392,['100+49sin((2pi/34)t)+0e'],1.9,95.1,95.9,91.3,96.0
393,['100+49sin((2pi/36)t)+0e'],1.9,94.6,93.7,91.4,95.9
394,['100+49sin((2pi/17)t)+0e'],1.9,96.6,96.6,91.4,95.9
395,['100+49sin((2pi/17)t)+0e'],1.9,93.4,94.9,91.4,95.9
396,['100+49sin((2pi/12)t)+0e'],1.9,93.3,96.4,91.6,95.9
397,['100+49sin((2pi/23)t)+0e'],1.8,96.5,95.1,91.8,95.9
398,['100+49sin((2pi/20)t)+0e'],1.8,94.4,96.2,91.8,95.9
399,['100+49sin((2pi/37)t)+0e'],1.8,95.9,93.8,91.8,95.9
400,['100+49sin((2pi/23)t)+0e'],1.8,94.3,96.1,91.9,95.9
401,['100+49sin((2pi/27)t)+0e'],1.8,94.0,96.6,91.9,95.9
402,['100+49sin((2pi/39)t)+0e'],1.7,87.1,93.7,91.9,95.9
403,['100+49sin((2pi/33)t)+0e'],1.7,96.2,94.2,91.9,95.9
404,['100+49sin((2pi/19)t)+0e'],1.7,91.4,94.8,91.8,95.9
405,['100+49sin((2pi/29)t)+0e'],1.7,95.8,94.6,91.9,95.9
406,['100+49sin((2pi/28)t)+0e'],1.7,92.9,95.4,91.9,95.8
407,['100+49sin((2pi/26)t)+0e'],1.7,91.6,96.1,91.9,95.9
408,['100+49sin((2pi/21)t)+0e'],1.6,96.2,96.6,91.9,95.9
409,['100+49sin((2pi/21)t)+0e'],1.6,92.9,96.6,91.9,95.9
410,['100+49sin((2pi/7)t)+0e'],1.6,93.8,96.5,92.0,95.9
411,['100+49sin((2pi/16)t)+0e'],1.6,92.8,96.6,92.0,96.0
412,['100+49sin((2pi/32)t)+0e'],1.6,96.5,94.5,92.1,96.0
413,['100+49sin((2pi/11)t)+0e'],1.6,93.9,96.6,92.1,96.0
414,['100+49sin((2pi/16)t)+0e'],1.5,93.1,96.6,92.2,96.0
415,['100+49sin((2pi/18)t)+0e'],1.5,93.9,95.8,92.4,96.0
416,['100+49sin((2pi/39)t)+0e'],1.5,93.9,90.1,92.6,96.0
417,['100+49sin((2pi/16)t)+0e'],1.5,96.0,96.6,92.7,96.0
418,['100+49sin((2pi/8)t)+0e'],1.5,94.6,96.6,92.8,96.0
419,['100+49sin((2pi/19)t)+0e'],1.5,92.1,96.3,92.8,96.1
420,['100+49sin((2pi/13)t)+0e'],1.5,-3273.3,96.4,92.8,96.1
421,['100+49sin((2pi/39)t)+0e'],1.4,94.3,95.5,92.9,96.0
422,['100+49sin((2pi/32)t)+0e'],1.4,93.4,91.6,92.9,96.0
423,['100+49sin((2pi/10)t)+0e'],1.4,95.8,96.2,92.9,96.1
424,['100+49sin((2pi/10)t)+0e'],1.4,92.3,96.2,92.9,96.1
425,['100+49sin((2pi/24)t)+0e'],1.4,92.7,94.9,92.8,96.1
426,['100+49sin((2pi/35)t)+0e'],1.4,94.3,94.2,92.8,96.1
427,['100+49sin((2pi/18)t)+0e'],1.4,96.4,95.8,92.9,96.1
428,['100+49sin((2pi/3)t)+0e'],1.3,95.8,96.1,92.9,96.1
429,['100+49sin((2pi/34)t)+0e'],1.3,96.6,92.6,93.0,96.1
430,['100+49sin((2pi/16)t)+0e'],1.3,92.5,96.6,93.0,96.1
431,['100+49sin((2pi/31)t)+0e'],1.3,93.0,95.3,93.0,96.1
432,['100+49sin((2pi/23)t)+0e'],1.3,94.9,94.6,93.1,96.1
433,['100+49sin((2pi/34)t)+0e'],1.3,95.1,92.6,93.1,96.1
434,['100+49sin((2pi/28)t)+0e'],1.3,95.0,95.4,93.1,96.1
435,['100+49sin((2pi/14)t)+0e'],1.3,96.1,96.5,93.1,96.1
436,['100+49sin((2pi/25)t)+0e'],1.2,92.5,96.6,93.1,96.1
437,['100+49sin((2pi/24)t)+0e'],1.2,95.8,88.2,93.1,96.1
438,['100+49sin((2pi/14)t)+0e'],1.2,0.0,96.5,93.1,96.1
439,['100+49sin((2pi/3)t)+0e'],1.2,94.0,96.1,93.1,96.1
440,['100+49sin((2pi/24)t)+0e'],1.2,93.8,94.9,93.2,96.1
441,['100+49sin((2pi/9)t)+0e'],1.2,95.2,96.4,93.2,96.1
442,['100+49sin((2pi/5)t)+0e'],1.2,94.4,96.5,93.2,96.1
443,['100+49sin((2pi/30)t)+0e'],1.2,92.9,96.1,93.2,96.1
444,['100+49sin((2pi/33)t)+0e'],1.1,94.9,94.2,93.3,96.1
445,['100+49sin((2pi/35)t)+0e'],1.1,93.0,95.0,93.3,96.1
446,['100+49sin((2pi/8)t)+0e'],1.1,94.4,96.6,93.3,96.1
447,['100+49sin((2pi/12)t)+0e'],1.1,96.6,96.4,93.4,96.1
448,['100+49sin((2pi/28)t)+0e'],1.1,-62.3,95.4,93.4,96.1
449,['100+49sin((2pi/8)t)+0e'],1.1,95.2,96.6,93.4,96.1
450,['100+49sin((2pi/3)t)+0e'],1.1,95.8,96.1,93.4,96.1
451,['100+49sin((2pi/35)t)+0e'],1.1,91.0,95.4,93.4,96.1
452,['100+49sin((2pi/28)t)+0e'],1.1,0.0,95.4,93.4,96.1
453,['100+49sin((2pi/34)t)+0e'],1.0,94.6,95.9,93.5,96.0
454,['100+49sin((2pi/10)t)+0e'],1.0,96.5,96.2,93.7,96.1
455,['100+49sin((2pi/35)t)+0e'],1.0,95.0,93.0,93.7,96.1
456,['100+49sin((2pi/31)t)+0e'],1.0,93.1,95.3,93.7,96.0
457,['100+49sin((2pi/31)t)+0e'],1.0,93.8,95.3,93.7,96.0
458,['100+49sin((2pi/6)t)+0e'],1.0,92.4,95.9,93.7,96.0
459,['100+49sin((2pi/37)t)+0e'],1.0,96.0,95.1,93.8,96.0
460,['100+49sin((2pi/9)t)+0e'],1.0,96.2,90.4,93.8,95.9
461,['100+49sin((2pi/3)t)+0e'],1.0,94.9,96.1,93.8,95.9
462,['100+49sin((2pi/6)t)+0e'],1.0,93.9,95.9,93.8,95.9
463,['100+49sin((2pi/2)t)+0e'],1.0,95.0,0.0,93.8,95.9
464,['100+49sin((2pi/39)t)+0e'],1.0,92.2,95.8,93.8,95.9
465,['100+49sin((2pi/39)t)+0e'],1.0,-1.5,95.5,93.8,95.8
466,['100+49sin((2pi/17)t)+0e'],1.0,96.2,96.6,93.9,95.9
467,['100+49sin((2pi/10)t)+0e'],1.0,95.0,96.2,93.9,95.9
468,['100+49sin((2pi/24)t)+0e'],1.0,96.2,94.9,93.9,95.9
469,['100+49sin((2pi/14)t)+0e'],1.0,89.5,96.2,93.9,95.9
470,['100+49sin((2pi/1)t)+0e'],1.0,95.6,0.0,93.9,95.9
471,['100+49sin((2pi/33)t)+0e'],1.0,96.5,95.6,94.0,95.9
472,['100+49sin((2pi/12)t)+0e'],1.0,91.3,89.9,94.0,95.9
473,['100+49sin((2pi/3)t)+0e'],1.0,96.1,96.1,94.0,95.9
474,['100+49sin((2pi/22)t)+0e'],1.0,96.1,96.5,94.1,95.9
475,['100+49sin((2pi/10)t)+0e'],1.0,-7.8,96.2,94.1,95.9
476,['100+49sin((2pi/19)t)+0e'],1.0,96.2,96.3,94.1,95.9
477,['100+49sin((2pi/22)t)+0e'],1.0,96.6,96.5,94.1,95.9
478,['100+49sin((2pi/9)t)+0e'],1.0,93.4,96.4,94.0,95.9
479,['100+49sin((2pi/2)t)+0e'],1.0,92.8,0.0,94.0,95.9
480,['100+49sin((2pi/19)t)+0e'],1.0,95.7,96.3,94.1,95.9
481,['100+49sin((2pi/29)t)+0e'],1.0,95.3,95.5,94.3,95.9
482,['100+49sin((2pi/15)t)+0e'],1.0,96.2,96.4,94.3,95.9
483,['100+49sin((2pi/6)t)+0e'],1.0,92.3,95.9,94.3,95.9
484,['100+49sin((2pi/37)t)+0e'],1.0,93.0,92.5,94.3,95.9
485,['100+49sin((2pi/29)t)+0e'],1.0,95.9,95.2,94.3,95.9
486,['100+49sin((2pi/13)t)+0e'],1.0,91.4,96.4,94.3,95.9
487,['100+49sin((2pi/10)t)+0e'],1.0,95.3,96.2,94.4,95.9
488,['100+49sin((2pi/9)t)+0e'],1.0,95.8,96.4,94.4,95.9
489,['100+49sin((2pi/30)t)+0e'],1.0,94.2,96.1,94.4,95.9
490,['100+49sin((2pi/20)t)+0e'],1.0,96.4,96.2,94.4,95.9
491,['100+49sin((2pi/11)t)+0e'],1.0,95.4,96.6,94.4,96.0
492,['100+49sin((2pi/26)t)+0e'],1.0,95.1,96.1,94.4,96.1
493,['100+49sin((2pi/30)t)+0e'],1.0,0.0,96.1,94.4,96.1
494,['100+49sin((2pi/30)t)+0e'],1.0,96.5,96.1,94.4,96.1
495,['100+49sin((2pi/25)t)+0e'],1.0,96.2,96.6,94.4,96.1
496,['100+49sin((2pi/16)t)+0e'],1.0,95.0,96.6,94.5,96.1
497,['100+49sin((2pi/38)t)+0e'],1.0,95.8,96.0,94.5,96.1
498,['100+49sin((2pi/12)t)+0e'],1.0,-0.8,96.4,94.5,96.1
499,['100+49sin((2pi/35)t)+0e'],1.0,94.7,95.4,94.5,96.1
500,['100+49sin((2pi/3)t)+0e'],1.0,92.2,96.1,94.5,96.1
501,['100+49sin((2pi/25)t)+0e'],1.0,96.4,92.2,94.6,96.1
502,['100+49sin((2pi/37)t)+0e'],1.0,93.9,95.1,94.6,96.1
503,['100+49sin((2pi/13)t)+0e'],1.0,94.3,93.4,94.5,96.1
504,['100+49sin((2pi/23)t)+0e'],1.0,89.1,95.5,94.5,96.1
505,['100+49sin((2pi/27)t)+0e'],1.0,95.0,94.6,94.5,96.1
506,['100+49sin((2pi/4)t)+0e'],1.0,96.1,0.0,94.6,96.1
507,['100+49sin((2pi/28)t)+0e'],1.0,95.4,95.4,94.7,96.1
508,['100+49sin((2pi/25)t)+0e'],1.0,94.0,95.8,94.6,96.1
509,['100+49sin((2pi/28)t)+0e'],1.0,96.0,96.6,94.7,96.1
510,['100+49sin((2pi/20)t)+0e'],1.0,95.2,96.2,94.8,96.1
511,['100+49sin((2pi/33)t)+0e'],1.0,94.7,91.1,94.8,96.0
512,['100+49sin((2pi/2)t)+0e'],1.0,93.5,0.0,94.7,96.0
513,['100+49sin((2pi/24)t)+0e'],1.0,0.0,94.9,94.7,95.9
514,['100+49sin((2pi/17)t)+0e'],1.0,95.9,96.6,94.8,95.9
515,['100+49sin((2pi/24)t)+0e'],1.0,94.2,88.2,94.8,95.9
516,['100+49sin((2pi/4)t)+0e'],1.0,0.9,0.0,94.8,95.9
517,['100+49sin((2pi/19)t)+0e'],1.0,95.2,96.3,94.8,95.9
518,['100+49sin((2pi/12)t)+0e'],1.0,96.1,96.4,94.9,95.9
519,['100+49sin((2pi/18)t)+0e'],1.0,95.7,95.8,94.9,95.9
520,['100+49sin((2pi/38)t)+0e'],1.0,93.8,96.0,94.9,95.9
521,['100+49sin((2pi/19)t)+0e'],1.0,88.7,96.3,94.9,95.9
522,['100+49sin((2pi/31)t)+0e'],1.0,92.7,93.5,94.9,95.9
523,['100+49sin((2pi/34)t)+0e'],1.0,95.2,95.9,94.9,95.9
524,['100+49sin((2pi/26)t)+0e'],1.0,95.9,96.1,94.9,95.9
525,['100+49sin((2pi/3)t)+0e'],1.0,96.1,96.1,95.0,95.9
526,['100+49sin((2pi/16)t)+0e'],1.0,95.1,96.6,95.0,96.0
527,['100+49sin((2pi/6)t)+0e'],1.0,94.7,95.9,95.0,96.0
528,['100+49sin((2pi/17)t)+0e'],1.0,93.2,96.6,94.9,96.0
529,['100+49sin((2pi/10)t)+0e'],1.0,91.1,96.2,94.9,96.0
530,['100+49sin((2pi/20)t)+0e'],1.0,93.9,96.2,94.9,96.0
531,['100+49sin((2pi/20)t)+0e'],1.0,0.0,96.2,94.9,96.1
532,['100+49sin((2pi/26)t)+0e'],1.0,89.6,96.1,94.9,96.1
533,['100+49sin((2pi/34)t)+0e'],1.0,92.3,94.2,94.8,96.1
534,['100+49sin((2pi/4)t)+0e'],1.0,93.9,0.0,94.7,96.1
535,['100+49sin((2pi/14)t)+0e'],1.0,96.2,96.2,94.7,96.1
536,['100+49sin((2pi/26)t)+0e'],1.0,92.1,96.1,94.7,96.1
537,['100+49sin((2pi/1)t)+0e'],1.0,95.4,0.0,94.7,96.1
538,['100+49sin((2pi/20)t)+0e'],1.0,94.1,96.2,94.7,96.1
539,['100+49sin((2pi/33)t)+0e'],1.0,94.8,92.9,94.8,96.1
540,['100+49sin((2pi/13)t)+0e'],1.0,94.4,93.4,94.8,96.1
541,['100+49sin((2pi/23)t)+0e'],1.0,95.7,92.8,94.8,96.0
542,['100+49sin((2pi/34)t)+0e'],1.0,0.9,92.6,94.8,96.0
543,['100+49sin((2pi/36)t)+0e'],1.0,96.6,93.7,94.8,95.9
544,['100+49sin((2pi/15)t)+0e'],1.0,94.0,94.2,94.8,95.9
545,['100+49sin((2pi/10)t)+0e'],1.0,95.8,96.2,94.8,96.0
546,['100+49sin((2pi/1)t)+0e'],1.0,95.7,0.0,94.9,95.9
547,['100+49sin((2pi/1)t)+0e'],1.0,0.0,0.0,94.8,95.9
548,['100+49sin((2pi/7)t)+0e'],1.0,96.5,96.5,94.9,95.9
549,['100+49sin((2pi/29)t)+0e'],1.0,95.9,96.1,94.9,95.9
550,['100+49sin((2pi/4)t)+0e'],1.0,94.5,-6.7,94.8,95.9
551,['100+49sin((2pi/30)t)+0e'],1.0,95.9,96.1,94.9,95.9
552,['100+49sin((2pi/19)t)+0e'],1.0,96.4,94.8,95.0,95.9
553,['100+49sin((2pi/21)t)+0e'],1.0,90.1,96.6,95.0,96.0
554,['100+49sin((2pi/23)t)+0e'],1.0,89.6,95.1,94.9,95.9
555,['100+49sin((2pi/2)t)+0e'],1.0,94.1,0.0,94.8,95.9
556,['100+49sin((2pi/14)t)+0e'],1.0,95.8,96.2,94.9,96.0
557,['100+49sin((2pi/23)t)+0e'],1.0,93.6,95.5,94.9,96.0
558,['100+49sin((2pi/34)t)+0e'],1.0,95.8,95.9,95.0,96.0
559,['100+49sin((2pi/16)t)+0e'],1.0,93.1,96.6,94.9,96.0
560,['100+49sin((2pi/25)t)+0e'],1.0,95.4,94.2,94.9,96.0
561,['100+49sin((2pi/18)t)+0e'],1.0,95.4,95.8,95.0,96.0
562,['100+49sin((2pi/19)t)+0e'],1.0,92.6,96.3,95.0,96.0
563,['100+49sin((2pi/22)t)+0e'],1.0,93.8,96.5,94.9,96.1
564,['100+49sin((2pi/15)t)+0e'],1.0,95.5,96.4,95.0,96.1
565,['100+49sin((2pi/28)t)+0e'],1.0,96.6,96.6,95.0,96.1
566,['100+49sin((2pi/23)t)+0e'],1.0,91.0,95.5,95.0,96.1
567,['100+49sin((2pi/5)t)+0e'],1.0,95.8,96.5,95.0,96.1
568,['100+49sin((2pi/6)t)+0e'],1.0,96.2,95.9,95.0,96.1
569,['100+49sin((2pi/16)t)+0e'],1.0,96.5,96.6,95.0,96.1
570,['100+49sin((2pi/29)t)+0e'],1.0,93.7,95.5,95.0,96.1
571,['100+49sin((2pi/31)t)+0e'],1.0,96.2,95.8,95.0,96.1
572,['100+49sin((2pi/13)t)+0e'],1.0,95.9,96.4,95.0,96.1
573,['100+49sin((2pi/9)t)+0e'],1.0,91.4,96.4,95.0,96.1
574,['100+49sin((2pi/18)t)+0e'],1.0,96.5,95.8,95.0,96.1
575,['100+49sin((2pi/20)t)+0e'],1.0,91.4,96.2,95.0,96.1
576,['100+49sin((2pi/21)t)+0e'],1.0,93.2,94.5,94.9,96.1
577,['100+49sin((2pi/24)t)+0e'],1.0,-60.9,96.6,94.8,96.1
578,['100+49sin((2pi/8)t)+0e'],1.0,96.2,96.6,94.9,96.1
579,['100+49sin((2pi/13)t)+0e'],1.0,96.6,93.4,95.0,96.1
580,['100+49sin((2pi/23)t)+0e'],1.0,-1.5,95.5,94.9,96.0
581,['100+49sin((2pi/8)t)+0e'],1.0,2.2,96.6,94.8,96.1
582,['100+49sin((2pi/14)t)+0e'],1.0,96.1,96.5,94.8,96.1
583,['100+49sin((2pi/21)t)+0e'],1.0,94.1,94.5,94.8,96.1
584,['100+49sin((2pi/18)t)+0e'],1.0,92.9,95.8,94.8,96.1
585,['100+49sin((2pi/14)t)+0e'],1.0,-3263.3,96.2,94.7,96.1
586,['100+49sin((2pi/16)t)+0e'],1.0,96.1,96.6,94.8,96.1
587,['100+49sin((2pi/26)t)+0e'],1.0,93.5,96.1,94.7,96.1
588,['100+49sin((2pi/6)t)+0e'],1.0,94.3,95.9,94.7,96.1
589,['100+49sin((2pi/12)t)+0e'],1.0,94.6,96.4,94.7,96.1
590,['100+49sin((2pi/11)t)+0e'],1.0,93.3,96.6,94.7,96.1
591,['100+49sin((2pi/26)t)+0e'],1.0,94.7,96.1,94.7,96.1
592,['100+49sin((2pi/10)t)+0e'],1.0,94.1,96.2,94.6,96.1
593,['100+49sin((2pi/20)t)+0e'],1.0,93.0,93.7,94.6,96.0
594,['100+49sin((2pi/26)t)+0e'],1.0,93.3,96.1,94.4,96.0
595,['100+49sin((2pi/24)t)+0e'],1.0,90.6,94.9,94.4,96.0
596,['100+49sin((2pi/16)t)+0e'],1.0,95.8,96.6,94.4,96.0
597,['100+49sin((2pi/3)t)+0e'],1.0,94.6,96.1,94.4,96.0
598,['100+49sin((2pi/15)t)+0e'],1.0,94.2,96.4,94.4,96.0
599,['100+49sin((2pi/35)t)+0e'],1.0,94.8,93.0,94.4,96.0
600,['100+49sin((2pi/32)t)+0e'],1.0,90.9,92.6,94.4,95.9
601,['100+49sin((2pi/28)t)+0e'],1.0,94.5,96.6,94.4,96.0
602,['100+49sin((2pi/12)t)+0e'],1.0,91.2,96.4,94.4,96.1
603,['100+49sin((2pi/7)t)+0e'],1.0,93.7,96.5,94.3,96.1
604,['100+49sin((2pi/23)t)+0e'],1.0,94.1,96.1,94.3,96.1
605,['100+49sin((2pi/5)t)+0e'],1.0,96.5,96.5,94.3,96.1
606,['100+49sin((2pi/16)t)+0e'],1.0,93.6,96.6,94.3,96.1
607,['100+49sin((2pi/2)t)+0e'],1.0,95.4,0.0,94.3,96.1
608,['100+49sin((2pi/18)t)+0e'],1.0,96.2,95.8,94.3,96.1
609,['100+49sin((2pi/12)t)+0e'],1.0,91.7,96.4,94.3,96.1
610,['100+49sin((2pi/30)t)+0e'],1.0,93.1,96.1,94.2,96.1
611,['100+49sin((2pi/10)t)+0e'],1.0,96.1,96.2,94.2,96.1
612,['100+49sin((2pi/35)t)+0e'],1.0,94.4,94.6,94.3,96.1
613,['100+49sin((2pi/38)t)+0e'],1.0,96.4,94.4,94.3,96.1
614,['100+49sin((2pi/17)t)+0e'],1.0,95.0,96.6,94.3,96.1
615,['100+49sin((2pi/17)t)+0e'],1.0,96.5,96.6,94.4,96.1
616,['100+49sin((2pi/22)t)+0e'],1.0,95.1,96.5,94.5,96.1
617,['100+49sin((2pi/4)t)+0e'],1.0,93.8,0.0,94.4,96.1
618,['100+49sin((2pi/38)t)+0e'],1.0,96.4,94.8,94.4,96.1
619,['100+49sin((2pi/28)t)+0e'],1.0,94.1,95.4,94.3,96.1
620,['100+49sin((2pi/4)t)+0e'],1.0,95.0,-6.7,94.4,96.1
621,['100+49sin((2pi/17)t)+0e'],1.0,96.1,96.6,94.5,96.1
622,['100+49sin((2pi/22)t)+0e'],1.0,96.4,96.5,94.5,96.1
623,['100+49sin((2pi/9)t)+0e'],1.0,90.9,96.4,94.5,96.1
624,['100+49sin((2pi/19)t)+0e'],1.0,93.2,95.0,94.4,96.1
625,['100+49sin((2pi/17)t)+0e'],1.0,96.2,96.6,94.4,96.1
626,['100+49sin((2pi/14)t)+0e'],1.0,91.5,96.2,94.3,96.1
627,['100+49sin((2pi/8)t)+0e'],1.0,88.0,96.6,94.2,96.1
628,['100+49sin((2pi/7)t)+0e'],1.0,93.5,96.5,94.2,96.1
629,['100+49sin((2pi/13)t)+0e'],1.0,89.9,96.4,94.2,96.1
630,['100+49sin((2pi/31)t)+0e'],1.0,96.6,95.3,94.3,96.1
631,['100+49sin((2pi/18)t)+0e'],1.0,92.8,95.8,94.3,96.1
632,['100+49sin((2pi/22)t)+0e'],1.0,95.2,96.5,94.4,96.1
633,['100+49sin((2pi/11)t)+0e'],1.0,0.0,96.6,94.4,96.1
634,['100+49sin((2pi/25)t)+0e'],1.0,96.6,96.6,94.5,96.1
635,['100+49sin((2pi/30)t)+0e'],1.0,95.1,96.1,94.5,96.1
636,['100+49sin((2pi/10)t)+0e'],1.0,90.9,96.2,94.5,96.1
637,['100+49sin((2pi/37)t)+0e'],1.0,96.2,93.8,94.5,96.1
638,['100+49sin((2pi/7)t)+0e'],1.0,92.0,96.5,94.5,96.1
639,['100+49sin((2pi/22)t)+0e'],1.0,95.0,96.5,94.5,96.1
640,['100+49sin((2pi/10)t)+0e'],1.0,95.1,96.2,94.5,96.1
641,['100+49sin((2pi/23)t)+0e'],1.0,96.0,96.1,94.5,96.1
642,['100+49sin((2pi/34)t)+0e'],1.0,94.8,94.2,94.5,96.1
643,['100+49sin((2pi/4)t)+0e'],1.0,91.7,0.0,94.5,96.1
644,['100+49sin((2pi/8)t)+0e'],1.0,96.4,96.6,94.5,96.2
645,['100+49sin((2pi/25)t)+0e'],1.0,94.0,95.9,94.5,96.1
646,['100+49sin((2pi/3)t)+0e'],1.0,92.1,96.1,94.5,96.1
647,['100+49sin((2pi/31)t)+0e'],1.0,92.3,92.9,94.5,96.1
648,['100+49sin((2pi/21)t)+0e'],1.0,95.4,96.6,94.5,96.1
649,['100+49sin((2pi/23)t)+0e'],1.0,88.2,96.1,94.4,96.1
650,['100+49sin((2pi/26)t)+0e'],1.0,96.4,96.1,94.4,96.1
651,['100+49sin((2pi/31)t)+0e'],1.0,90.6,95.8,94.2,96.1
652,['100+49sin((2pi/27)t)+0e'],1.0,93.6,96.0,94.2,96.1
653,['100+49sin((2pi/18)t)+0e'],1.0,96.5,95.8,94.2,96.1
654,['100+49sin((2pi/9)t)+0e'],1.0,93.2,96.4,94.2,96.1
655,['100+49sin((2pi/18)t)+0e'],1.0,95.8,95.8,94.4,96.1
656,['100+49sin((2pi/2)t)+0e'],1.0,96.0,0.0,94.4,96.1
