episode,game,exploration,explored,safe,MA_explored,MA_safe
110,[21]_forecast_horizon=[18],32.8,-12.7,-5.2,-96.2,28.8
111,[23]_forecast_horizon=[15],32.4,-109.2,68.2,-96.2,29.2
112,[25]_forecast_horizon=[12],32.1,-53.9,65.3,-96.2,29.5
113,[27]_forecast_horizon=[25],31.8,-44.3,60.2,-91.6,29.5
114,[29]_forecast_horizon=[23],31.5,10.2,0.0,-91.6,29.5
115,[31]_forecast_horizon=[14],31.2,-240.7,0.0,-91.6,29.5
116,[33]_forecast_horizon=[10],30.9,24.2,-5.0,-90.6,29.5
117,[35]_forecast_horizon=[22],30.5,-53.5,63.8,-87.9,30.1
118,[37]_forecast_horizon=[19],30.2,-54.3,39.2,-87.9,30.1
119,[39]_forecast_horizon=[24],29.9,-106.0,62.0,-87.9,30.8
120,[41]_forecast_horizon=[19],29.6,-140.6,41.2,-87.9,30.8
121,[43]_forecast_horizon=[15],29.3,-21.5,54.5,-82.7,31.1
122,[45]_forecast_horizon=[27],29.0,-76.4,-10.4,-78.4,31.1
123,[47]_forecast_horizon=[28],28.8,-51.0,0.0,-76.7,31.1
124,[49]_forecast_horizon=[17],28.5,44.5,27.5,-76.7,31.1
125,[51]_forecast_horizon=[28],28.2,-78.4,-12.9,-76.7,30.8
126,[53]_forecast_horizon=[26],27.9,-44.9,53.4,-76.5,30.8
127,[55]_forecast_horizon=[20],27.6,25.0,69.7,-76.5,30.8
128,[57]_forecast_horizon=[22],27.3,27.4,-27.0,-76.5,30.8
129,[59]_forecast_horizon=[21],27.1,-212.4,22.3,-76.5,30.8
130,[61]_forecast_horizon=[11],26.8,-99.4,30.8,-76.5,30.6
131,[63]_forecast_horizon=[24],26.5,-386.5,55.3,-76.5,30.6
132,[65]_forecast_horizon=[13],26.3,-251.2,45.0,-76.5,30.9
133,[67]_forecast_horizon=[12],26.0,-475.1,9.8,-76.5,30.6
134,[69]_forecast_horizon=[12],25.7,-34.2,-22.9,-74.0,30.6
135,[71]_forecast_horizon=[17],25.5,-96.9,42.3,-74.0,30.6
136,[73]_forecast_horizon=[12],25.2,-106.7,31.0,-74.0,30.9
137,[75]_forecast_horizon=[26],25.0,-15.6,19.0,-70.5,30.6
138,[77]_forecast_horizon=[18],24.7,-225.1,-48.7,-70.5,30.6
139,[79]_forecast_horizon=[10],24.5,-18.0,5.8,-70.5,30.6
140,[81]_forecast_horizon=[14],24.2,-3.1,44.0,-70.5,30.6
141,[83]_forecast_horizon=[18],24.0,-14.7,59.3,-68.2,30.6
142,[85]_forecast_horizon=[11],23.8,-24.9,51.7,-64.7,30.9
143,[87]_forecast_horizon=[23],23.5,-62.7,76.9,-62.5,30.9
144,[89]_forecast_horizon=[25],23.3,-63.2,23.6,-62.5,30.6
