episode,game,exploration,explored,safe,MA_explored,MA_safe
97,['100+49sin((2pi/38)t)+0e'],37.3,39.1,91.7,13.6,94.7
98,['100+49sin((2pi/39)t)+0e'],37.0,52.2,97.4,13.7,94.7
99,['100+49sin((2pi/35)t)+0e'],36.6,38.3,91.7,13.7,94.7
100,['100+49sin((2pi/39)t)+0e'],36.2,23.0,97.7,14.0,94.7
101,['100+49sin((2pi/36)t)+0e'],35.9,55.6,93.2,14.6,94.7
102,['100+49sin((2pi/37)t)+0e'],35.5,57.6,97.0,15.6,94.8
103,['100+49sin((2pi/39)t)+0e'],35.2,60.8,96.9,16.6,94.8
104,['100+49sin((2pi/37)t)+0e'],34.8,50.5,93.1,17.7,94.8
105,['100+49sin((2pi/38)t)+0e'],34.5,24.4,93.9,18.7,94.8
106,['100+49sin((2pi/36)t)+0e'],34.1,56.6,95.1,19.9,94.8
107,['100+49sin((2pi/36)t)+0e'],33.8,54.7,98.2,20.7,94.8
108,['100+49sin((2pi/38)t)+0e'],33.4,49.4,95.0,21.3,94.9
109,['100+49sin((2pi/35)t)+0e'],33.1,34.9,92.9,21.9,94.9
110,['100+49sin((2pi/36)t)+0e'],32.8,42.3,95.3,22.0,94.9
111,['100+49sin((2pi/39)t)+0e'],32.4,60.3,97.1,22.2,95.0
112,['100+49sin((2pi/39)t)+0e'],32.1,34.1,96.3,22.6,95.0
113,['100+49sin((2pi/37)t)+0e'],31.8,66.4,95.6,23.1,95.1
114,['100+49sin((2pi/37)t)+0e'],31.5,33.4,96.3,23.5,95.1
115,['100+49sin((2pi/39)t)+0e'],31.2,35.0,96.4,24.1,95.1
116,['100+49sin((2pi/37)t)+0e'],30.9,41.4,95.9,24.6,95.2
117,['100+49sin((2pi/35)t)+0e'],30.5,55.0,96.0,25.8,95.3
118,['100+49sin((2pi/39)t)+0e'],30.2,63.3,91.9,26.9,95.3
119,['100+49sin((2pi/35)t)+0e'],29.9,14.2,95.4,26.9,95.4
120,['100+49sin((2pi/39)t)+0e'],29.6,34.7,97.2,27.5,95.4
121,['100+49sin((2pi/36)t)+0e'],29.3,63.3,94.1,28.1,95.4
